beta,temp,M,Z,U,S,F
0.01,100.0,12402,12402.260040225216,-0.0020970411424330103,9.425613025882615,-942.5633996294039
0.02,50.0,12402,12402.520161081888,-0.0020976483790620987,9.425613016772267,-471.28274848699243
0.05,20.0,12402,12403.301010171972,-0.0020994831079367117,9.425612952507743,-188.51435853326282
0.1,10.0,12402,12404.60406363793,-0.0021025850032209453,9.425612719634378,-94.258229781347
0.2,5.0,12402,12407.216441443406,-0.002108958584318659,9.425611761680912,-47.13016776698888
0.5,2.0,12402,12415.106435387905,-0.002129538244828133,9.425604501911408,-18.853338542067647
1.0,1.0,12402,12428.452765099657,-0.0021694561253860216,9.425574244774783,-9.42774370090017
2.0,0.5,12402,12456.07271753529,-0.0022775803315132222,9.425408390786183,-4.714981775724604
5.0,0.2,12402,12553.652508996287,-0.003107494509100165,9.42222946624491,-1.8875533877580821
10.0,0.1,12402,12966.603591376419,-0.013725864628872986,9.332873730219596,-0.9470132376508326
20.0,0.05,12402,57066.489430111345,-0.38669956116437104,3.2179811249486665,-0.5475986174118044
50.0,0.02,12402,144009816840.26913,-0.4999999408661989,0.6931502633906966,-0.5138629461340128
0.005,200.0,13860,13860.13501005923,-0.0019483233605842578,9.536762272065163,-1907.354402736393
0.01,100.0,13860,13860.27004025951,-0.0019485952541898356,9.53676227002576,-953.6781755978302
0.02,50.0,13860,13860.540161219062,-0.0019491404891479717,9.536762261845624,-476.8400622327704
0.05,20.0,13860,13861.35101102932,-0.0019507878579898442,9.536762204143804,-190.73719487073407
0.1,10.0,13860,13862.704067067363,-0.001953572905656465,9.536761995058074,-95.3695735234864
0.2,5.0,13860,13865.416455161454,-0.001959295120572374,9.536761135008971,-47.68576497016543
0.5,2.0,13860,13873.606521131589,-0.0019777688606285792,9.536754618231365,-19.075487005323357
1.0,1.0,13860,13887.453108113601,-0.0020135923317932485,9.536727465056916,-9.538741057388709
2.0,0.5,13860,13916.074089904841,-0.0021105865578888066,9.536578687222425,-4.770399930169102
5.0,0.2,13860,14016.661092193297,-0.002854734178126854,9.533728308139057,-1.9096003958059384
10.0,0.1,13860,14434.637963467036,-0.012399668653268074,9.453389324783402,-0.9577386011316082
20.0,0.05,13860,58544.62723370496,-0.37695346737209545,3.438475253645053,-0.5488772300543481
50.0,0.02,13860,144009818349.13638,-0.49999993563462064,0.6931505354471397,-0.5138629463435634
0.005,200.0,15428,15428.140010067202,-0.0018151266446543443,9.643939318716408,-1928.7896788699263
0.01,100.0,15428,15428.280040291398,-0.0018153716893047533,9.643939316878393,-964.3957470595286
0.02,50.0,15428,15428.560161346613,-0.0018158630806694635,9.643939309506074,-482.1987813383843
0.05,20.0,15428,15429.401011826521,-0.0018173477450240528,9.643939257503328,-192.8806024978116
0.1,10.0,15428,15430.804070256207,-0.0018198576505957884,9.6439390690741,-96.44121054839161
0.2,5.0,15428,15433.616467917098,-0.0018250142747170681,9.643938294036369,-48.22151648445656
0.5,2.0,15428,15442.106600859452,-0.0018416597311226113,9.643932422285904,-19.289706504302927
1.0,1.0,15428,15456.453427058952,-0.0018739296942751663,9.643907962964551,-9.645781892658826
2.0,0.5,15428,15486.075365957528,-0.0019612687216747954,9.64377399820706,-4.823848267825205
5.0,0.2,15428,15589.669072612405,-0.002631039514509396,9.641208537352917,-1.9308727469850928
10.0,0.1,15428,16012.669919118951,-0.01124054431377921,9.568730114665474,-0.9681135557803265
20.0,0.05,15428,60132.755328767846,-0.3670148315653347,3.6640133545403453,-0.5502154992923519
50.0,0.02,15428,144009819967.9421,-0.49999993002132037,0.6931508273530934,-0.5138629465683823
0.005,200.0,17110,17110.145010074633,-0.0016951364798667027,9.747418366333013,-1949.4853684030825
0.01,100.0,17110,17110.290040321124,-0.0016953580960213264,9.747418364670729,-974.7435318251688
0.02,50.0,17110,17110.58016146552,-0.0016958025035820235,9.747418358003307,-487.37261370266896
0.05,20.0,17110,17111.45101256969,-0.0016971451948487634,9.747418310973467,-194.95006336466417
0.1,10.0,17110,17112.904073228918,-0.0016994150246184715,9.747418140568069,-97.4758808207053
0.2,5.0,17110,17115.816479808178,-0.0017040781730745585,9.747417439702064,-48.73879127668339
0.5,2.0,17110,17124.606675183106,-0.0017191287226770086,9.747412130632803,-19.496543389988283
1.0,1.0,17110,17139.45372438303,-0.0017482996969505106,9.747390020557361,-9.749138320254312
2.0,0.5,17110,17170.0765554896,-0.0018272221968966887,9.747268968165109,-4.875461706279451
5.0,0.2,17110,17276.676511610774,-0.0024321814669762496,9.744951785021083,-1.951422538471193
10.0,0.1,17110,17704.69970463372,-0.010223109786606946,9.679354305487449,-0.9781585403353518
20.0,0.05,17110,61834.874707524774,-0.35692843455284173,3.8936541088784855,-0.551611139996766
50.0,0.02,17110,144009821700.6927,-0.49999992401238996,0.6931511398317834,-0.5138629468090257
0.005,200.0,18910,18910.15001008158,-0.0015866629161678948,9.84744616115054,-1969.490818893024
0.01,100.0,18910,18910.300040348902,-0.0015868639966935614,9.847446159642287,-984.7462028282255
0.02,50.0,18910,18910.600161576633,-0.0015872672221009213,9.847446153592722,-492.3738949468582
0.05,20.0,18910,18911.501013264144,-0.001588485473467513,9.847446110921641,-196.95051070390628
0.1,10.0,18910,18913.004076006746,-0.001590544882933801,9.847445956313633,-98.47605010801927
0.2,5.0,18910,18916.016490919697,-0.0015947755389913176,9.847445320452993,-49.23882137780395
0.5,2.0,18910,18925.10674463398,-0.0016084284980239893,9.847440504444112,-19.696489437386248
1.0,1.0,18910,18940.454002212256,-0.0016348846473545195,9.847420452355175,-9.84905533700253
2.0,0.5,18910,18972.077667012345,-0.0017064370756567763,9.847310706608196,-4.925361790379755
5.0,0.2,18910,19081.68346248973,-0.0022546644873568875,9.84521085045997,-1.9712968345793511
10.0,0.1,18910,19514.72753392335,-0.009326425876009105,9.785660458877748,-0.9878924717637839
20.0,0.05,18910,63654.98623130418,-0.3467385276464379,4.126462386265089,-0.5530616469596924
50.0,0.02,18910,144009823551.39362,-0.499999917593924,0.693151473606295,-0.5138629470660498
0.005,200.0,20832,20832.15501008808,-0.0014882779216367538,9.944245544551453,-1988.8505971882123
0.01,100.0,20832,20832.310040374916,-0.0014884609264903005,9.944245543178782,-994.4260427788048
0.02,50.0,20832,20832.62016168069,-0.0014888279031582995,9.944245537673057,-497.213765711556
0.05,20.0,20832,20833.55101391451,-0.0014899366236322863,9.94424549883851,-198.88639991339386
0.1,10.0,20832,20835.10407860825,-0.0014918108288405891,9.94424535813476,-99.44394539217643
0.2,5.0,20832,20838.216501325885,-0.0014956608429794805,9.944244779485901,-49.72271955827249
0.5,2.0,20832,20847.60680967604,-0.0015080839485684,9.944240397354283,-19.889988878657135
1.0,1.0,20832,20863.454262403062,-0.0015321517466301679,9.944222155735957,-9.945754307482588
2.0,0.5,20832,20896.078707956105,-0.0015972230160504939,9.944122352688767,-4.973658399360434
5.0,0.2,20832,21008.689971775086,-0.002095580398613581,9.942213537297265,-1.9905382878580666
10.0,0.1,20832,21446.75359366744,-0.00853312719375757,9.88799729334981,-0.9973328565287386
20.0,0.05,20832,65597.0906514552,-0.3364881954999204,4.361522714124913,-0.554564331206166
50.0,0.02,20832,144009825524.04965,-0.49999991075201927,0.6931518293995957,-0.5138629473400113
0.005,200.0,22880,22880.160010094187,-0.0013987681375007162,10.038018445076766,-2007.6050877834905
0.01,100.0,22880,22880.320040399332,-0.0013989351691732466,10.038018443823905,-1003.8032433175597
0.02,50.0,22880,22880.64016177835,-0.0013992701135942638,10.038018438798758,-501.9023212100515
0.05,20.0,22880,22881.60101452487,-0.0014002820453850409,10.038018403354423,-200.76176834913383
0.1,10.0,22880,22883.204081049695,-0.0014019925968485247,10.03801827493699,-100.38158474196675
0.2,5.0,22880,22886.41651109183,-0.0014055062794121084,10.038017746839717,-50.191494240477994
0.5,2.0,22880,22896.106870716165,-0.001416842852339148,10.038013748017981,-20.077444338888302
1.0,1.0,22880,22912.454506583428,-0.0014388011672815727,10.037997105450435,-10.039435906617715
2.0,0.5,22880,22946.07968483657,-0.0014981502448001898,10.037906080574892,-5.020451190532246
5.0,0.2,22880,23061.696080260797,-0.0019524948701778835,10.036165867515955,-2.0091856683733686
10.0,0.1,22880,23504.778047514923,-0.007828738935071617,9.986671611285434,-1.0064959000636151
20.0,0.05,22880,67665.18862637426,-0.3262187976553337,4.5979511730505935,-0.5561163563078634
50.0,0.02,22880,144009827622.665,-0.4999999034727746,0.6931522079345533,-0.5138629476314657
0.005,200.0,25058,25058.165010099925,-0.0013170972848738913,10.128948416423896,-2025.7910003820639
0.01,100.0,25058,25058.330040422286,-0.0013172501489359652,10.128948415277303,-1012.8961587778792
0.02,50.0,25058,25058.660161870175,-0.001317556682112553,10.12894841067841,-506.4487380906026
0.05,20.0,25058,25059.651015098796,-0.0013184827676770302,10.128948378240997,-202.5802860475876
0.1,10.0,25058,25061.304083345414,-0.0013200481714168578,10.128948260720522,-101.29080265537664
0.2,5.0,25058,25064.61652027485,-0.0013232635705530294,10.128947777455917,-50.64606215085014
0.5,2.0,25058,25074.60692811266,-0.0013336366570691727,10.128944118530784,-20.259221873718637
1.0,1.0,25058,25091.454736186977,-0.0013537248393419444,10.128928893557207,-10.13028261839655
2.0,0.5,25058,25126.080603391358,-0.001408002869641969,10.128845647787433,-5.065830826763358
5.0,0.2,25058,25244.70182386541,-0.001823358498614139,10.127254791435496,-2.0272743167857135
10.0,0.1,25058,25692.801039530863,-0.007201136719224908,10.081954749258122,-1.015396611645037
20.0,0.05,25058,69863.28073546076,-0.3159694974163986,4.834905530502774,-0.5577147739415373
50.0,0.02,25058,144009829851.24335,-0.49999989574229026,0.6931526099339516,-0.5138629479409693
0.005,200.0,27370,27370.170010105332,-0.0012423760337916072,10.2172028016846,-2043.4418027129539
0.01,100.0,27370,27370.340040443913,-0.0012425162878082433,10.217202800632593,-1021.7215225795471
0.02,50.0,27370,27370.68016195668,-0.0012427975333582054,10.217202796413089,-510.8613826181878
0.05,20.0,27370,27371.701015639457,-0.0012436472119321126,10.217202766651969,-204.34529898025133
0.1,10.0,27370,27373.404085508075,-0.001245083431187726,10.217202658829994,-102.17327167173113
0.2,5.0,27370,27376.816528925618,-0.0012480333651647627,10.217202215465253,-51.08725911069143
0.5,2.0,27370,27387.1069821823,-0.0012575490821173853,10.21719885899707,-20.435655267076257
1.0,1.0,27370,27404.454952481137,-0.0012759734945189602,10.217184895172013,-10.218460868666531
2.0,0.5,27370,27440.081468692755,-0.001325741654962074,10.217108567501173,-5.109880025405549
5.0,0.2,27370,27561.707234339385,-0.0017064366218524757,10.215650486193343,-2.044836533860521
10.0,0.1,27370,28014.82269704197,-0.00664011725593032,10.174087858562013,-1.0240489031121316
20.0,0.05,27370,72195.36749062972,-0.3057768823290831,5.071593514061131,-0.5593565580321397
50.0,0.02,27370,144009832213.7879,-0.4999998875466681,0.6931530361205017,-0.5138629482690781
0.005,200.0,29820,29820.175010110434,-0.0011738376884209115,10.302934587996715,-2060.5880914370314
0.01,100.0,29820,29820.350040464324,-0.0011739666817203323,10.30293458702917,-1030.294632669599
0.02,50.0,29820,29820.700162038313,-0.0011742253456372674,10.30293458314846,-515.1479033827686
0.05,20.0,29820,29821.751016149665,-0.0011750067943138193,10.302934555777211,-206.05986612233855
0.1,10.0,29820,29823.504087548918,-0.0011763276574156352,10.302934456615562,-103.03052089381303
0.2,5.0,29820,29827.016537089105,-0.0011790405537995688,10.302934048877848,-51.515849284943044
0.5,2.0,29820,29837.60703320618,-0.001187790807430057,10.302930962441165,-20.60704971568976
1.0,1.0,29820,29855.45515659054,-0.0012047301308598616,10.30291812430731,-10.30412285443817
2.0,0.5,29820,29892.08228524146,-0.0012504741329736617,10.302847969531731,-5.152674458898839
5.0,0.2,29820,30016.712339852747,-0.0016002535168346227,10.301508315944867,-2.0619019167058084
10.0,0.1,29820,30474.8431329998,-0.006137055300665208,10.263286253930058,-1.032465680693671
20.0,0.05,29820,74665.44934586651,-0.2956746765736162,5.307279207160268,-0.5610386369316296
50.0,0.02,29820,144009834714.3016,-0.49999987887201086,0.6931534872168537,-0.513862948616348
0.005,200.0,32412,32412.180010115255,-0.0011108184398566545,10.386284003283782,-2077.257911475196
0.01,100.0,32412,32412.360040483614,-0.0011109373460556423,10.3862840023919,-1038.629511176536
0.02,50.0,32412,32412.720162115475,-0.0011111757819416302,10.386283998814667,-519.3153111165153
0.05,20.0,32412,32413.80101663192,-0.0011118961128356235,10.386283973584174,-207.72679136779632
0.1,10.0,32412,32415.604089477954,-0.0011131136467678975,10.386283882179915,-103.86395193544591
0.2,5.0,32412,32419.216544805353,-0.0011156142286647712,10.386283506353212,-51.932533145994725
0.5,2.0,32412,32430.10708143459,-0.001123678937540588,10.386280661752354,-20.773685002442246
1.0,1.0,32412,32448.455349516582,-0.0011392885077696395,10.38626883155211,-10.38740812005988
2.0,0.5,32412,32486.083057044892,-0.0011814304455764037,10.38620420208765,-5.194283531489401
5.0,0.2,32412,32613.717165486018,-0.0015035477284276848,10.384970512160393,-2.0784976501605064
10.0,0.1,32412,33076.86244795446,-0.005684628140248345,10.349743015835227,-1.040658929723771
20.0,0.05,32412,77277.52670520182,-0.28569354214297704,5.541287621182435,-0.5627579232020987
50.0,0.02,32412,144009837356.78696,-0.4999998697044227,0.6931539639456037,-0.5138629489833347
0.005,200.0,35150,35150.18501011982,-0.0010527412315664301,10.4673798969646,-2093.4770321341516
0.01,100.0,35150,35150.370040501875,-0.0010528510753212554,10.467379896140692,-1046.7390424651446
0.02,50.0,35150,35150.74016218852,-0.0010530713380380156,10.467379892836112,-523.3700477131435
0.05,20.0,35150,35151.85101708846,-0.0010537367604421504,10.46737986952888,-209.34865112733806
0.1,10.0,35150,35153.70409130413,-0.001054861465169828,10.46737978509372,-104.67485271240236
0.2,5.0,35150,35157.41655211013,-0.0010571713155642932,10.467379437933998,-52.337954360985556
0.5,2.0,35150,35168.60712709113,-0.0010646202383282556,10.467376810558097,-20.93581824135452
1.0,1.0,35150,35187.455532153865,-0.0010790356107643236,10.46736588553063,-10.468444921141392
2.0,0.5,35150,35226.083787682976,-0.0011179436960837323,10.467306216472245,-5.234771051932206
5.0,0.2,35150,35356.721733642495,-0.0014152360774737902,10.466167620913621,-2.094648760260198
10.0,0.1,35150,35824.880731711695,-0.005276593199490095,10.43363199150435,-1.048639792349925
20.0,0.05,35150,80035.59992940344,-0.27586096291247925,5.773007555541233,-0.5645113406895409
50.0,0.02,35150,144009840145.2463,-0.4999998600300083,0.6931544670293018,-0.5138629493705943
0.005,200.0,38038,38038.19001012415,-0.0009991025014210663,10.546340938787777,-2109.269186860057
0.01,100.0,38038,38038.38004051919,-0.0009992041805462106,10.546340938025109,-1054.6350930066915
0.02,50.0,38038,38038.76016225777,-0.0009994080705757098,10.546340934966167,-527.318046156379
0.05,20.0,38038,38039.90101752129,-0.001000024025034646,10.546340913391631,-210.92781829185768
0.1,10.0,38038,38041.80409303545,-0.0010010651003144692,10.546340835234894,-105.46440941744925
0.2,5.0,38038,38045.6165590355,-0.0010032031286307864,10.546340513899986,-52.73270577262856
0.5,2.0,38038,38057.10717037618,-0.0010100973748320338,10.54633808218986,-21.093686261754556
1.0,1.0,38038,38076.45570530404,-0.001023437270352204,10.546327972337451,-10.547351409607803
2.0,0.5,38038,38116.084480363636,-0.0010594338746831267,10.546272769117863,-5.274195818433615
5.0,0.2,38038,38249.72606439626,-0.001334384484067433,10.54521975509357,-2.1103783355027814
10.0,0.1,38038,38722.898064731104,-0.004907607646758126,10.515110308835153,-1.0564186385302734
20.0,0.05,38038,82943.66934161984,-0.2662012036398587,6.001892900941162,-0.5662958486869168
50.0,0.02,38038,144009843083.68164,-0.4999998498348733,0.6931549971904585,-0.5138629497786824
0.005,200.0,41080,41080.19501012826,-0.000949461228766935,10.623276663807076,-2124.6562822226438
0.01,100.0,41080,41080.390040535625,-0.0009495555326158749,10.623276663099729,-1062.3286158655055
0.02,50.0,41080,41080.78016232352,-0.0009497446329240072,10.623276660262675,-531.1647827577667
0.05,20.0,41080,41081.9510179322,-0.0009503159026480969,10.623276640253295,-212.46648312096855
0.1,10.0,41080,41083.90409467912,-0.0009512814364993538,10.623276567767768,-106.23371695911418
0.2,5.0,41080,41087.816565610265,-0.000953264266270968,10.623276269759092,-53.117334613061736
0.5,2.0,41080,41099.60721146982,-0.000959657551533704,10.623274014764347,-21.247507687080226
1.0,1.0,41080,41119.455869687605,-0.000972026303157464,10.623264640997276,-10.624236667300433
2.0,0.5,41080,41160.085137969945,-0.001005394634351177,10.623213469140943,-5.3126121292048225
5.0,0.2,41080,41296.73017578725,-0.001260184178400266,10.622237682423718,-2.1257077206631436
10.0,0.1,41080,41774.914519311504,-0.004573081371091942,10.59432049353422,-1.064005130724514
20.0,0.05,41080,86005.73523216209,-0.256735334564883,6.22746257046046,-0.568108463087906
50.0,0.02,41080,144009846176.09482,-0.4999998391051239,0.6931555551515484,-0.5138629502081549
0.005,200.0,44280,44280.20001013217,-0.0009034298396495322,10.698288386603828,-2139.6585807506053
0.01,100.0,44280,44280.40004055125,-0.0009035174644622635,10.698288385946578,-1069.8297421121222
0.02,50.0,44280,44280.80016238602,-0.0009036931712789783,10.698288383310468,-534.9153228586946
0.05,20.0,44280,44282.00101832283,-0.0009042239751700758,10.698288364718463,-213.96667151834444
0.1,10.0,44280,44284.00409624164,-0.0009051211012347932,10.69828829736859,-106.98378809478713
0.2,5.0,44280,44288.0165718604,-0.0009069633937629835,10.698288020482506,-53.49234706580629
0.5,2.0,44280,44300.10725053435,-0.0009129030875489797,10.698285925491811,-21.397484754071172
1.0,1.0,44280,44320.456025953885,-0.0009243926822797257,10.698277218080216,-10.699201610762497
2.0,0.5,44280,44362.08576310017,-0.0009553823544013625,10.698229694656007,-5.350070229682405
5.0,0.2,44280,44501.734084072545,-0.0011919321977054266,10.69732377458797,-2.1406566871152997
10.0,0.1,44280,44984.93016060026,-0.004269056605612431,10.671392261289727,-1.0714082827345852
20.0,0.05,44280,89225.79786257412,-0.24748131154747663,6.449299259510334,-0.5699462745229933
50.0,0.02,44280,144009849426.4875,-0.49999982782686714,0.6931561416350159,-0.5138629506595674
0.005,200.0,47642,47642.205010135884,-0.0008606666184592085,10.771470003912555,-2154.2948614491293
0.01,100.0,47642,47642.41004056612,-0.000860748180235231,10.771470003300783,-1077.1478610782585
0.02,50.0,47642,47642.82016244551,-0.0008609117288717114,10.77147000084708,-538.5743609540829
0.05,20.0,47642,47644.051018694634,-0.000861405799548407,10.771469983541712,-215.4302610766338
0.1,10.0,47642,47646.104097728865,-0.0008622408290728819,10.771469920853672,-107.7155614493658
0.2,5.0,47642,47650.216577809355,-0.0008639555548712179,10.771469663140675,-53.858212271258246
0.5,2.0,47642,47662.60728771644,-0.0008694835590855942,10.771467713371761,-21.543804910302608
1.0,1.0,47642,47683.45617468963,-0.0008801753496678954,10.771459610647785,-10.772339785997453
2.0,0.5,47642,47726.08635810215,-0.0009090070507345736,10.771415397106162,-5.3866167056038154
5.0,0.2,47642,47868.73780394138,-0.0011290153136337862,10.77057283830848,-2.15524358297533
10.0,0.1,47642,48356.945047456466,-0.003992108928999494,10.746444042381665,-1.078636513167166
20.0,0.05,47642,92607.85746911184,-0.23845410150898644,6.667047240732753,-0.5718064635456241
50.0,0.02,47642,144009852838.8611,-0.49999981598621024,0.6931567573632784,-0.5138629511334758
0.005,200.0,51170,51170.210010139424,-0.0008208693474372185,10.842908701609298,-2168.582561191207
0.01,100.0,51170,51170.42004058029,-0.0008209453927795574,10.842908701038903,-1084.2916910492831
0.02,50.0,51170,51170.840162502194,-0.0008210978793761269,10.842908698751163,-542.1462560354375
0.05,20.0,51170,51172.10101904895,-0.0008215585288997603,10.842908682616422,-216.85899521085733
0.1,10.0,51170,51174.20409914611,-0.000822337061908378,10.842908624169795,-108.42990857875986
0.2,5.0,51170,51178.41658347839,-0.0008239357293397976,10.842908383900149,-54.21536585523008
0.5,2.0,51170,51191.10732314896,-0.0008290892182757954,10.842906566238712,-21.6866422216957
1.0,1.0,51170,51212.456316426375,-0.0008390553644472507,10.842899013503766,-10.843738068868214
2.0,0.5,51170,51256.08692510271,-0.0008659247851377321,10.842857809648164,-5.42229482960922
5.0,0.2,51170,51401.74134869967,-0.001070896720985758,10.84207284564384,-2.1694854658497538
10.0,0.1,51170,51894.959233191905,-0.0037392654981988254,10.81958428485378,-1.0856976939835767
20.0,0.05,51170,96155.91426572896,-0.22966584322076677,6.880409395533891,-0.5736863129974613
50.0,0.02,51170,144009856417.2171,-0.4999998035692611,0.6931574030587292,-0.5138629516304357
0.005,200.0,54868,54868.215010142805,-0.0007837699521185821,10.912685579421016,-2182.5378996541554
0.01,100.0,54868,54868.43004059381,-0.0007838409674061769,10.912685578888349,-1091.2693417298024
0.02,50.0,54868,54868.86016255628,-0.0007839833673276123,10.91268557675194,-545.6350628209643
0.05,20.0,54868,54870.15101938697,-0.0007844135427953505,10.912685561684595,-218.2544956472347
0.1,10.0,54868,54872.30410049821,-0.0007851405621221232,10.912685507105296,-109.12764021161507
0.2,5.0,54868,54876.61658888682,-0.0007866334107714842,10.912685282739972,-54.56421304711063
0.5,2.0,54868,54889.60735695253,-0.0007914454568434997,10.912683585518886,-21.826158616494617
1.0,1.0,54868,54911.45645164679,-0.00080075014383463,10.912676534119822,-10.913477284263656
2.0,0.5,54868,54956.08746603311,-0.0008258312978490422,10.912638073011637,-5.457144867803668
5.0,0.2,54868,55104.744730429135,-0.001017104961363023,10.911905577886886,-2.18339822053874
10.0,0.1,54868,55602.97276620972,-0.003507937232694273,10.89091257350058,-1.0925991945827525
20.0,0.05,54868,99873.96844664926,-0.22112603411047868,7.089143672361601,-0.5755832177285587
50.0,0.02,54868,144009860165.55667,-0.49999979056212795,0.6931580794437403,-0.5138629521510027
0.005,200.0,58740,58740.22001014603,-0.0007491299749141924,10.980876204586803,-2196.1759900473353
0.01,100.0,58740,58740.44004060673,-0.0007491963940907276,10.980876204088611,-1098.0883696052551
0.02,50.0,58740,58740.88016260793,-0.0007493295775467513,10.980876202090474,-549.0445594341013
0.05,20.0,58740,58742.2010197098,-0.0007497319082981364,10.980876187998431,-219.61827349187692
0.1,10.0,58740,58744.404101789536,-0.0007504118594308482,10.980876136952714,-109.80951178138658
0.2,5.0,58740,58748.8165940522,-0.000751808024293263,10.98087592711871,-54.90513144361784
0.5,2.0,58740,58762.10738923698,-0.0007563081292638103,10.9808743399306,-21.96250498799046
1.0,1.0,58740,58784.45658079013,-0.0007650086020245161,10.980867746475584,-10.981632755077607
2.0,0.5,58740,58830.08798265098,-0.0007884566433558319,10.980831790111228,-5.49120435169897
5.0,0.2,58740,58981.747960124965,-0.000967224665077071,10.980147195093794,-2.196996663683836
10.0,0.1,58740,59484.9856905568,-0.003295862344449112,10.96052059491062,-1.0993479218355109
20.0,0.05,58740,103766.02018859083,-0.21284173462560285,7.293059145116963,-0.577494691881451
50.0,0.02,58740,144009864087.8809,-0.4999997769509194,0.6931587872406654,-0.5138629526957327
0.005,200.0,62790,62790.22501014912,-0.0007167367336229367,11.04755110395285,-2209.5109375273037
0.01,100.0,62790,62790.45004061907,-0.0007167989448355331,11.047551103486223,-1104.755827147567
0.02,50.0,62790,62790.900162657315,-0.0007169236901946343,11.047551101614681,-552.3782720044243
0.05,20.0,62790,62792.25102001844,-0.0007173005280466174,11.047551088415561,-220.9517390688393
0.1,10.0,62790,62794.50410302412,-0.0007179373871776904,11.047551040604919,-110.47622834343636
0.2,5.0,62790,62799.01659899055,-0.0007192450385887585,11.047550844074221,-55.2384734654097
0.5,2.0,62790,62812.60742010245,-0.0007234595862521202,11.047549357611729,-22.095822174809708
1.0,1.0,62790,62835.456704257085,-0.000731607030566749,11.047543183302237,-11.048274790332803
2.0,0.5,62790,62882.08847655944,-0.0007535606529020794,11.047509518931463,-5.524508320118634
5.0,0.2,62790,63036.75104781524,-0.0009208887796684424,11.0468687413582,-2.2102946370513084
10.0,0.1,62790,63544.99804640314,-0.003101059133565954,11.028492973236993,-1.1059503564572652
20.0,0.05,62790,107836.06965269576,-0.20481778271179624,7.492011825147145,-0.5794183739691534
50.0,0.02,62790,144009868188.1908,-0.4999997627217444,0.6931595271718407,-0.5138629532651812
0.005,200.0,67022,67022.23001015208,-0.0006864000489349624,11.112776202538631,-2222.5559269077753
0.01,100.0,67022,67022.46004063089,-0.0006864584002127696,11.112776202100955,-1111.2783066684956
0.02,50.0,67022,67022.92016270457,-0.0006865754053905033,11.11277620034554,-555.6394965926823
0.05,20.0,67022,67024.30102031381,-0.0006869288590530088,11.112776187965483,-222.25621068816872
0.1,10.0,67022,67026.6041042056,-0.0006875261912862032,11.112776143122263,-111.12844895741392
0.2,5.0,67022,67031.21660371653,-0.0006887526546044102,11.112775958793868,-55.56456854662395
0.5,2.0,67022,67045.10744964048,-0.000692705297920153,11.11277456471307,-22.226241834724057
1.0,1.0,67022,67068.45682241383,-0.000700345593769879,11.11276877477272,-11.11346912036649
2.0,0.5,67022,67116.08894922369,-0.0007209290813463339,11.112737211751812,-5.557089534957252
5.0,0.2,67022,67273.75400266502,-0.0008777720196355145,11.112136594369115,-2.2233050908934584
10.0,0.1,67022,67787.00987045933,-0.002921786382164426,11.094907996919225,-1.112412586074087
20.0,0.05,67022,112088.11698621004,-0.19705701205079534,7.685900358734298,-0.5813520299875102
50.0,0.02,67022,144009872470.48734,-0.49999974786071205,0.693160299959588,-0.5138629538599039
0.005,200.0,71440,71440.23501015491,-0.0006579494466073877,11.176613215413568,-2235.32330103216
0.01,100.0,71440,71440.4700406422,-0.0006580042507355174,11.176613215002497,-1117.6619795045003
0.02,50.0,71440,71440.94016274984,-0.0006581141429690282,11.176613213353797,-558.8313187818328
0.05,20.0,71440,71442.35102059675,-0.0006584461075833008,11.176613201726422,-223.53292248063602
0.1,10.0,71440,71444.70410533734,-0.0006590071168903871,11.17661315961009,-111.76679060321779
0.2,5.0,71440,71449.41660824353,-0.0006601589752113981,11.176612986494558,-55.883725091448
0.5,2.0,71440,71463.60747793489,-0.0006638709685125569,11.176611677297744,-22.353887225564
1.0,1.0,71440,71487.45693559576,-0.0006710453364164664,11.176606240482299,-11.177277285818715
2.0,0.5,71440,71536.08940198553,-0.0006903703229877642,11.176576607575182,-5.588978674110579
5.0,0.2,71440,71696.75683306721,-0.0008375853238894904,11.176012866491511,-2.236040158622192
10.0,0.1,71440,72215.02119634113,-0.0027565100038833526,11.159838253013543,-1.1187403353052376
20.0,0.05,71440,116526.16232395054,-0.189560468794052,7.874661720199237,-0.5832935548040139
50.0,0.02,71440,144009876938.77133,-0.49999973235393197,0.6931611063262153,-0.5138629544804563
0.005,200.0,76048,76048.24001015762,-0.0006312317572253003,11.239119998725128,-2247.824630976783
0.01,100.0,76048,76048.48004065306,-0.000631283295941794,11.239119998338552,-1123.912631117151
0.02,50.0,76048,76048.96016279324,-0.0006313866402066703,11.23911999678809,-561.9566312260447
0.05,20.0,76048,76050.40102086801,-0.0006316988227804716,11.239119985853607,-224.78303141589492
0.1,10.0,76048,76052.80410642242,-0.0006322263950174206,11.239119946247508,-112.3918316888701
0.2,5.0,76048,76057.61661258386,-0.0006333095776143543,11.239119783453667,-56.19623222684595
0.5,2.0,76048,76072.10750506261,-0.0006368000626167155,11.239118552388447,-22.478873904839514
1.0,1.0,76048,76096.45704411056,-0.0006435456199748625,11.23911344056402,-11.239756986183997
2.0,0.5,76048,76146.0898360761,-0.0006617126023960297,11.23908558361993,-5.620204504412362
5.0,0.2,76048,76309.75954672224,-0.0008000711483675269,11.238555763530748,-2.248511223854517
10.0,0.1,76048,76833.032054889,-0.0026038748634933887,11.223351182913605,-1.124938993154854
20.0,0.05,76048,121154.20578958989,-0.1823276225752647,8.058266989692646,-0.585240972059897
